Season;Spec;Rank;Country;Confederation;Rider1;Rank1;Score1;Rider2;Rank2;Score2;Rider3;Rank3;Score3;Score
2024;OVERALL;27;Hungary;Union Européenne de Cyclisme;Attila Valter;64;81,63408521;Márton Dina;417;63,7443609;Erik Fetter;788;55,13784461;66,83809519
2024;OVERALL;28;Kazakhstan;Asian Cycling Confederation;Alexey Lutsenko;119;75,78195489;Ilkhan Dostiyev;484;62,15538847;Yevgeniy Fedorov;521;61,40350877;66,44628624
2024;OVERALL;29;Luxembourg;Union Européenne de Cyclisme;Alex Kirsch;244;68,59649123;Kevin Geniets;284;67,58897243;Michel Ries;498;61,90726817;66,0302503
2024;OVERALL;30;South Africa;Confédération Africaine de Cyclisme;Louis Meintjes;379;64,91478697;Ryan Gibbons;404;64,24561404;Morné Van Niekerk;507;61,73934837;63,63261346
2024;OVERALL;31;Mexico;Confederación Panamericana de Ciclismo;Isaac del Toro;42;84,81453634;Edgar David Cadena;764;55,47368421;José Ramón Muñiz;1005;47,86967419;62,71867105
2024;OVERALL;32;Israel;Union Européenne de Cyclisme;Oded Kogut;378;64,9197995;Itamar Einhorn;475;62,3283208;Nadav Raisberg;702;56,89223058;61,37950316
2024;OVERALL;33;Uruguay;Confederación Panamericana de Ciclismo;Guillermo Thomas Silva;140;74,20050125;Eric Antonio Fagúndez;295;66,92230576;Mauricio Moreira;1243;40,10025063;60,4070818
2024;OVERALL;34;Ukraine;Union Européenne de Cyclisme;Anatolii Budiak;499;61,9047619;Kyrylo Tsarenko;616;58,73182957;Andrii Ponomar;677;57,22807018;59,28762767
2024;OVERALL;35;Thailand;Asian Cycling Confederation;Thanakhan Chaiyasombat;425;63,49874687;Peerapol Chawchiangkwang;492;61,99498747;Noppachai Klahan;959;50,62656642;58,70617985
2024;OVERALL;36;Venezuela;Confederación Panamericana de Ciclismo;Orluis Aular;186;71,43107769;Francisco Joel Peñuela;847;54,24310777;Yonathan Monsalve;965;50,12531328;58,59924692
2024;OVERALL;37;Japan;Asian Cycling Confederation;Yuma Koishi;375;65,01002506;Keigo Kusaba;788;55,13784461;Atsushi Oka;821;54,82957393;58,32523128
2024;OVERALL;38;Sweden;Union Européenne de Cyclisme;Jakob Söderqvist;610;58,89724311;Lucas Eriksson;626;58,56390977;Tobias Ludvigsson;764;55,47368421;57,64436925
2024;OVERALL;39;Argentina;Confederación Panamericana de Ciclismo;Eduardo Sepúlveda;494;61,98997494;Tomas Contte;839;54,57894737;German Nicolás Tivani;847;54,24310777;56,93677398
2024;OVERALL;40;Mongolia;Asian Cycling Confederation;Jambaljamts Sainbayar;591;59,39849624;Tegsh-Bayar Batsaikhan;730;56,33333333;Bold Iderbold;1005;47,86967419;54,53328925
2024;OVERALL;41;Monaco;Union Européenne de Cyclisme;Victor Langellotti;315;66,5839599;Antoine Berlin;908;52,23809524;#N/A;#N/A;40;52,94015564
2024;OVERALL;42;Malaysia;Asian Cycling Confederation;Mohamad Izzat Hilmi Abdul Halil;764;55,47368421;Zulfikri Zulkifli;908;52,23809524;Ren Bao Tsen;965;50,12531328;52,61183812
2024;OVERALL;43;Ethiopia;Confédération Africaine de Cyclisme;Welay Hagos Berhe;469;62,4962406;Mulu Kinfe Hailemichael;1086;47,36842105;Negasi Haylu Abreha;1237;47,11779449;52,32696211
2024;OVERALL;44;Slovakia;Union Européenne de Cyclisme;Lukáš Kubiš;633;58,39598997;Martin Svrček;676;57,23057644;Tomáš Badinský;1243;40,10025063;51,90841992
2024;OVERALL;45;China;Asian Cycling Confederation;Kuicheng Wang;865;53,07518797;Xianjing Lyu;875;52,73934837;Yutao Shen;1005;47,86967419;51,22755789
2024;OVERALL;46;Panama;Confederación Panamericana de Ciclismo;Roberto Carlos González;788;55,13784461;Carlos Samudio;818;54,99498747;Franklin Archibold;1243;40,10025063;50,07719346
2024;OVERALL;47;Romania;Union Européenne de Cyclisme;Cristian Raileanu;371;65,17794486;Leonard Barbu;1243;40,10025063;#N/A;#N/A;40;48,4255809
2024;OVERALL;48;Indonesia;Asian Cycling Confederation;Aiman Cahyadi;979;49,62406015;Muhamad Herlangga;1005;47,86967419;Ilham Dzikri Ramadhan;1086;47,36842105;48,28690226
2024;OVERALL;49;Greece;Union Européenne de Cyclisme;Georgios Bouglas;788;55,13784461;Periklis Ilias;996;48,87218045;Nikiforos Arvanitou;1243;40,10025063;48,0362782
2024;OVERALL;50;Puerto Rico;Confederación Panamericana de Ciclismo;Abner González;458;62,74686717;#N/A;#N/A;40;#N/A;#N/A;40;47,58181323
2024;OVERALL;51;Brazil;Confederación Panamericana de Ciclismo;Nícolas Sessler;875;52,73934837;Vinícius Rangel;1005;47,86967419;Andrey Braguini;1243;40,10025063;46,90262203
2024;OVERALL;52;Lithuania;Union Européenne de Cyclisme;Venantas Lašinis;965;50,12531328;Rokas Kmieliauskas;1086;47,36842105;Rokas Adomaitis;1243;40,10025063;45,86420301
2024;OVERALL;53;Serbia;Union Européenne de Cyclisme;Dušan Rajović;692;57,06015038;Đorđe Đurić;1243;40,10025063;#N/A;#N/A;40;45,71967647
2024;OVERALL;54;Guatemala;Confederación Panamericana de Ciclismo;Sergio Geovani Chumil;707;56,64160401;#N/A;#N/A;40;#N/A;#N/A;40;45,54674586
2024;OVERALL;55;Philippines;Asian Cycling Confederation;Jericho Lucero;1005;47,86967419;Rench Michael Bondoc;1086;47,36842105;#N/A;#N/A;40;45,07891429
2024;OVERALL;55;Rwanda;Confédération Africaine de Cyclisme;Eric Manizabayo;1005;47,86967419;Vainqueur Masengesho;1086;47,36842105;#N/A;#N/A;40;45,07891429
2024;OVERALL;57;Finland;Union Européenne de Cyclisme;Jaakko Hänninen;855;53,74185464;Antti-Jussi Juntunen;1243;40,10025063;#N/A;#N/A;40;44,61358895
2024;OVERALL;58;Cyprus;Union Européenne de Cyclisme;Andreas Miltiadis;908;52,23809524;Alexandros Agrotis;1243;40,10025063;#N/A;#N/A;40;44,11234083
2024;OVERALL;58;Malta;Union Européenne de Cyclisme;Andrea Mifsud;908;52,23809524;Aidan Buttigieg;1243;40,10025063;#N/A;#N/A;40;44,11234083
2024;OVERALL;60;Iran;Asian Cycling Confederation;Saeid Safarzadeh;956;51,12781955;Amir Kolahdozhagh;1243;40,10025063;#N/A;#N/A;40;43,74225263
2024;OVERALL;61;Belarus;Union Européenne de Cyclisme;Siarhei Shauchenka;1005;47,86967419;Vasili Bialiauski;1243;40,10025063;#N/A;#N/A;40;42,65621504
2024;OVERALL;61;South Korea;Asian Cycling Confederation;Sanghong Park;1005;47,86967419;Gyusung Cho;1243;40,10025063;#N/A;#N/A;40;42,65621504
2024;OVERALL;61;Taiwan;Asian Cycling Confederation;Chun Kai Feng;1005;47,86967419;Yucheng Huang;1243;40,10025063;#N/A;#N/A;40;42,65621504
2024;OVERALL;61;Turkey;Union Européenne de Cyclisme;Burak Abay;1005;47,86967419;#N/A;#N/A;40;Furkan Akcam;1243;40,10025063;42,65621504
2024;OVERALL;65;Chile;Confederación Panamericana de Ciclismo;Vicente Rojas;1086;47,36842105;Pablo Andres Alarcón;1243;40,10025063;#N/A;#N/A;40;42,48913233
2024;OVERALL;65;Croatia;Union Européenne de Cyclisme;Fran Miholjević;1086;47,36842105;Nicolas Gojković;1243;40,10025063;#N/A;#N/A;40;42,48913233
2024;OVERALL;67;Laos;Asian Cycling Confederation;Ariya Phounsavath;1086;47,36842105;#N/A;#N/A;40;#N/A;#N/A;40;42,45571579
2024;OVERALL;68;Albania;Union Européenne de Cyclisme;Gabriele De Fabritiis;1243;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2024;OVERALL;68;Algeria;Confédération Africaine de Cyclisme;Hamza Amari;1243;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2024;OVERALL;68;Angola;Confédération Africaine de Cyclisme;Euclides Chingui;1243;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2024;OVERALL;68;Armenia;Union Européenne de Cyclisme;Stepan Grigoryan;1243;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2024;OVERALL;68;Azerbaijan;Union Européenne de Cyclisme;Elgun Alizada;1243;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2024;OVERALL;68;Bahrain;Asian Cycling Confederation;Ahmed Madan;1243;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2024;OVERALL;68;Bolivia;Confederación Panamericana de Ciclismo;Jose Manuel Aramayo;1243;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2024;OVERALL;68;Bulgaria;Union Européenne de Cyclisme;Gabriel Grozev;1243;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2024;OVERALL;68;Costa Rica;Confederación Panamericana de Ciclismo;Luis Aguilar;1243;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2024;OVERALL;68;Egypt;Confédération Africaine de Cyclisme;Abdelrahman Adel Elzoghaby;1243;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2024;OVERALL;68;French Polynesia;Oceanian Cycling Confederation;Kahiri Endeler;1243;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2024;OVERALL;68;Guam;Oceanian Cycling Confederation;Dan Aponik;1243;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2024;OVERALL;68;Hong Kong;Asian Cycling Confederation;Tsun Wai Chu;1243;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2024;OVERALL;68;Macau;Asian Cycling Confederation;Chin Pok Kam;1243;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2024;OVERALL;68;Mauritius;Confédération Africaine de Cyclisme;Alexandre Mayer;1243;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2024;OVERALL;68;Morocco;Confédération Africaine de Cyclisme;Youssef Bdadou;1243;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2024;OVERALL;68;North Macedonia;Union Européenne de Cyclisme;Luka Dimitrijoski;1243;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2024;OVERALL;68;Uganda;Confédération Africaine de Cyclisme;Paul Lomuria;1243;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2024;OVERALL;68;United Arab Emirates;Asian Cycling Confederation;Abdulla Sultan Alhammadi;1243;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2024;OVERALL;68;Uzbekistan;Asian Cycling Confederation;Davirjan Abdurakhmanov;1243;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2024;OVERALL;68;Afghanistan;Asian Cycling Confederation;Fasihulla Rahmani;1243;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2024;OVERALL;90;Andorra;Union Européenne de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Antigua and Barbuda;Confederación Panamericana de Ciclismo;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Belize;Confederación Panamericana de Ciclismo;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Benin;Confédération Africaine de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Bermuda;Confederación Panamericana de Ciclismo;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Burkina Faso;Confédération Africaine de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Cameroon;Confédération Africaine de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Dominican Republic;Confederación Panamericana de Ciclismo;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;El Salvador;Confederación Panamericana de Ciclismo;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Ghana;Confédération Africaine de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;68;Grenada;Confederación Panamericana de Ciclismo;Red Walters;1243;40,10025063;#N/A;#N/A;40;#N/A;#N/A;40;40,03301654
2024;OVERALL;90;Guyana;Confederación Panamericana de Ciclismo;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Honduras;Confederación Panamericana de Ciclismo;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Iraq;Asian Cycling Confederation;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Isle of Man;Union Européenne de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Kenya;Confédération Africaine de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Kyrgyzstan;Asian Cycling Confederation;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Mali;Confédération Africaine de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Mauritania;Confédération Africaine de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Mix;0;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Montenegro;Union Européenne de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Namibia;Confédération Africaine de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Nicaragua;Confederación Panamericana de Ciclismo;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Niger;Confédération Africaine de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Nigeria;Confédération Africaine de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Oman;Asian Cycling Confederation;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Paraguay;Confederación Panamericana de Ciclismo;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Qatar;Asian Cycling Confederation;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Refugee;0;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Réunion;Confédération Africaine de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;San Marino;Union Européenne de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Saudi Arabia;Asian Cycling Confederation;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Singapore;Asian Cycling Confederation;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Tanzania;Confédération Africaine de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Trinidad and Tobago;Confederación Panamericana de Ciclismo;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Vatican;Union Européenne de Cyclisme;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Vietnam;Asian Cycling Confederation;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2024;OVERALL;90;Virgin Islands;Confederación Panamericana de Ciclismo;#N/A;#N/A;40;#N/A;#N/A;40;#N/A;#N/A;40;39,9996
2023;OVERALL;1;Slovenia;Union Européenne de Cyclisme;Tadej Pogačar;2;98,24561404;Primož Roglič;4;97,8320802;Matej Mohorič;34;85,46616541;93,84701474
2023;OVERALL;2;Great Britain;Union Européenne de Cyclisme;Adam Yates;5;95,73934837;Simon Yates;9;93,15037594;Thomas Pidcock;11;92,48370927;93,79020662
2023;OVERALL;3;Denmark;Union Européenne de Cyclisme;Jonas Vingegaard;1;98,5037594;Mads Pedersen;8;93,31829574;Mattias Skjelmose;17;89,40350877;93,74091722
2023;OVERALL;4;Belgium;Union Européenne de Cyclisme;Wout van Aert;6;95,23809524;Remco Evenepoel;7;94,32330827;Jasper Philipsen;14;90,32080201;93,29313556
2023;OVERALL;5;Spain;Union Européenne de Cyclisme;Pello Bilbao;13;91,14536341;Mikel Landa;15;89,89724311;Juan Ayuso;22;89,0877193;90,0425415
2023;OVERALL;6;Italy;Union Européenne de Cyclisme;Filippo Ganna;12;91,56641604;Damiano Caruso;20;89,16290727;Andrea Bagioli;28;87,38847118;89,37170444
2023;OVERALL;7;France;Union Européenne de Cyclisme;Christophe Laporte;18;89,40100251;Valentin Madouas;19;89,22556391;David Gaudu;29;87,31077694;88,64489466
2023;OVERALL;8;United States;Confederación Panamericana de Ciclismo;Sepp Kuss;24;88,80701754;Neilson Powless;33;85,88471178;Matteo Jorgenson;36;85,21553885;86,6348897
2023;OVERALL;9;Netherlands;Union Européenne de Cyclisme;Mathieu van der Poel;3;97,99498747;Olav Kooij;56;80,71177945;Danny van Poppel;57;80,70175439;86,46864241
2023;OVERALL;10;Australia;Oceanian Cycling Confederation;Jai Hindley;27;87,39348371;Michael Matthews;44;83,12531328;Ben O'Connor;46;82,62656642;84,38094398
2023;OVERALL;11;Switzerland;Union Européenne de Cyclisme;Stefan Küng;21;89,14536341;Marc Hirschi;67;79,69924812;Mauro Schmid;92;77,11528822;81,98581338
2023;OVERALL;12;Portugal;Union Européenne de Cyclisme;João Almeida;10;92,90225564;Rui Costa;61;80,45112782;Ruben Guerreiro;185;71,59899749;81,64997714
2023;OVERALL;13;Austria;Union Européenne de Cyclisme;Felix Gall;39;83,96741855;Patrick Konrad;69;79,30576441;Felix Großschartner;71;78,70927318;80,66001211
2023;OVERALL;14;Colombia;Confederación Panamericana de Ciclismo;Santiago Buitrago;31;86,21553885;Juan Sebastián Molano;75;78,28571429;Einer Rubio;99;76,77944862;80,42609632
2023;OVERALL;15;Ireland;Union Européenne de Cyclisme;Ben Healy;23;89,0726817;Eddie Dunbar;59;80,62155388;Rory Townsend;226;69,9273183;79,87305256
2023;OVERALL;16;Germany;Union Européenne de Cyclisme;Lennard Kämna;41;83,21553885;Nico Denz;96;76,95488722;Marius Mayrhofer;104;76,44611529;78,87139173
2023;OVERALL;17;Norway;Union Européenne de Cyclisme;Andreas Leknessund;78;78,21553885;Rasmus Tiller;89;77,36340852;Tobias Halland Johannessen;119;75,35839599;76,97834466
2023;OVERALL;18;New Zealand;Oceanian Cycling Confederation;Corbin Strong;50;81,62155388;Laurence Pithie;121;75,27819549;George Jackson;229;69,92481203;75,60743105
2023;OVERALL;19;Ecuador;Confederación Panamericana de Ciclismo;Richard Carapaz;89;77,36340852;Jefferson Alexander Cepeda;149;73,35087719;Jhonatan Narváez;245;68,9273183;73,21313586
2023;OVERALL;20;Poland;Union Européenne de Cyclisme;Michał Kwiatkowski;64;79,88972431;Rafał Majka;192;71,43107769;Jakub Mareczko;287;67,5914787;72,97003053
2023;OVERALL;21;Eritrea;Confédération Africaine de Cyclisme;Henok Mulubrhan;110;75,78195489;Amanuel Ghebreigzabhier;184;71,60401003;Biniam Girmay;192;71,43107769;72,93828481
2023;OVERALL;22;Canada;Confederación Panamericana de Ciclismo;Michael Woods;63;79,95739348;Hugo Houle;262;68,2556391;James Piccoli;315;66,7518797;71,65425421
2023;OVERALL;23;Russia;Union Européenne de Cyclisme;Aleksandr Vlasov;16;89,48120301;Artem Nych;550;60,98746867;Gleb Syritsa;615;59,73684211;70,06780391
2023;OVERALL;24;Kazakhstan;Asian Cycling Confederation;Alexey Lutsenko;85;77,69423559;Andrey Zeits;297;67,25313283;Vadim Pronskiy;381;64,9122807;69,95251684
2023;OVERALL;25;Latvia;Union Européenne de Cyclisme;Toms Skujiņš;77;78,28070175;Krists Neilands;289;67,58646617;Emīls Liepiņš;536;61,32330827;69,06280143
2023;OVERALL;26;South Africa;Confédération Africaine de Cyclisme;Louis Meintjes;191;71,44110276;Willie Smit;435;63,3283208;Stefan de Bod;533;61,4085213;65,39199436
2023;OVERALL;27;Luxembourg;Union Européenne de Cyclisme;Alex Kirsch;264;68,1754386;Kevin Geniets;400;64,41102757;Bob Jungels;459;62,74185464;65,10878917
2023;OVERALL;28;Czechia;Union Européenne de Cyclisme;Jakub Otruba;280;67,67418546;Mathias Vacek;405;64,16290727;Zdeněk Štybar;469;62,49373434;64,77629459
2023;OVERALL;29;Hungary;Union Européenne de Cyclisme;Attila Valter;139;73,94235589;Erik Fetter;623;59,57142857;Péter Kusztor;704;57,89473684;63,80220241
2023;OVERALL;30;Venezuela;Confederación Panamericana de Ciclismo;Orluis Aular;146;73,52130326;Leonel Quintero;611;59,77192982;Leangel Rubén Linarez;700;57,98496241;63,7587609
2023;OVERALL;31;Estonia;Union Européenne de Cyclisme;Rein Taaramäe;332;66,1679198;Madis Mihkels;450;62,90726817;Norman Vahtra;511;61,73934837;63,6042094
2023;OVERALL;32;Mongolia;Asian Cycling Confederation;Tegsh-Bayar Batsaikhan;305;67,00501253;Jambaljamts Sainbayar;369;65,08270677;Myagmarsuren Baasankhuu;767;56,89223058;62,99268669
2023;OVERALL;33;Argentina;Confederación Panamericana de Ciclismo;Eduardo Sepúlveda;272;67,92481203;German Nicolás Tivani;382;64,839599;Leandro Carlos Messineo;1014;51,62907268;61,46387992
2023;OVERALL;34;Japan;Asian Cycling Confederation;Atsushi Oka;447;62,9122807;Yuma Koishi;502;61,9047619;Junsei Tani;678;58,56892231;61,12804368
2023;OVERALL;35;Ukraine;Union Européenne de Cyclisme;Anatolii Budiak;402;64,3283208;Mark Padun;564;60,65162907;Andrii Ponomar;738;57,31328321;60,76380338
2023;OVERALL;36;Ethiopia;Confédération Africaine de Cyclisme;Welay Hagos Berhe;459;62,74185464;Mulu Kinfe Hailemichael;543;61,15288221;Tsgabu Grmay;694;58,31328321;60,73539932
2023;OVERALL;37;Israel;Union Européenne de Cyclisme;Itamar Einhorn;305;67,00501253;Omer Goldstein;767;56,89223058;Nadav Raisberg;943;52,73934837;58,87827504
2023;OVERALL;38;Thailand;Asian Cycling Confederation;Thanakhan Chaiyasombat;540;61,24561404;Sarawut Sirironnachai;762;56,97744361;Navuti Liphongyu;852;55,13784461;57,78638955
2023;OVERALL;39;Greece;Union Européenne de Cyclisme;Polychronis Tzortzakis;574;60,52380952;Georgios Bouglas;762;56,97744361;Periklis Ilias;928;53,07518797;56,85824511
2023;OVERALL;40;Slovakia;Union Européenne de Cyclisme;Peter Sagan;416;63,99749373;Matúš Štoček;686;58,39598997;Lukáš Kubiš;1152;47,36842105;56,58673571
2023;OVERALL;41;Iran;Asian Cycling Confederation;Saeid Safarzadeh;317;66,66917293;Ali Labib Shotorban;943;52,73934837;Khalil Khorshid;1059;48,87218045;56,09300632
2023;OVERALL;42;Sweden;Union Européenne de Cyclisme;Lucas Eriksson;597;59,98496241;Tobias Ludvigsson;829;55,47368421;Hjalmar Klyver;1032;50,12531328;55,19410135
2023;OVERALL;43;Indonesia;Asian Cycling Confederation;Terry Kusuma;563;60,6566416;Aiman Cahyadi;1014;51,62907268;Muhammad Andy Royan;1059;48,87218045;53,71876105
2023;OVERALL;44;Uruguay;Confederación Panamericana de Ciclismo;Eric Antonio Fagúndez;301;67,17042607;Mauricio Moreira;943;52,73934837;Guillermo Thomas Silva;1336;40,10025063;53,33614165
2023;OVERALL;45;China;Asian Cycling Confederation;Zhi Hui Jiang;829;55,47368421;Junqi Shao;852;55,13784461;Dongyi Hou;1074;47,86967419;52,8265394
2023;OVERALL;46;South Korea;Asian Cycling Confederation;Kyung-Gu Jang;762;56,97744361;Keon Woo Park;985;52,23809524;Daeyeong Joo;1074;47,86967419;52,36121406
2023;OVERALL;47;Algeria;Confédération Africaine de Cyclisme;Hamza Amari;886;54,88721805;Azzedine Lagab;1054;49,37343358;Youcef Reguigui;1152;47,36842105;50,5425188
2023;OVERALL;48;Romania;Union Européenne de Cyclisme;Cristian Raileanu;550;60,98746867;Emil Dima;1074;47,86967419;Leonard Barbu;1336;40,10025063;49,65196797
2023;OVERALL;49;Finland;Union Européenne de Cyclisme;Jaakko Hänninen;732;57,39348371;Antti-Jussi Juntunen;1152;47,36842105;#N/A;#N/A;40;48,25348571
2023;OVERALL;50;Andorra;Union Européenne de Cyclisme;Víctor de la Parte;452;62,8320802;#N/A;#N/A;40;#N/A;#N/A;40;47,61021729
2023;OVERALL;51;Monaco;Union Européenne de Cyclisme;Victor Langellotti;497;61,98997494;Antoine Berlin;1336;40,10025063;#N/A;#N/A;40;47,36293489
2023;OVERALL;52;Mexico;Confederación Panamericana de Ciclismo;Eder Frayre;1014;51,62907268;Isaac Del Toro;1032;50,12531328;Miguel Luis Álvarez;1336;40,10025063;47,28440602
2023;OVERALL;53;Mauritius;Confédération Africaine de Cyclisme;Christopher Rougier-Lagane;910;54,13533835;Alexandre Mayer;1152;47,36842105;Hanson Matombé;1336;40,10025063;47,20086466
2023;OVERALL;54;Philippines;Asian Cycling Confederation;Marcelo Felipe;1023;51,12781955;Nichol Blanca Pareja;1042;49,62406015;Jerry Aquino;1336;40,10025063;46,9502406
2023;OVERALL;55;Malaysia;Asian Cycling Confederation;Mohamad Izzat Hilmi Abdul Halil;943;52,73934837;#N/A;#N/A;40;Mohd Harrif Saleh;1074;47,86967419;46,86920549
2023;OVERALL;56;Brazil;Confederación Panamericana de Ciclismo;Nícolas Sessler;943;52,73934837;Vinícius Rangel;1152;47,36842105;Lauro Cesar Chaman;1336;40,10025063;46,73553932
2023;OVERALL;57;Taiwan;Asian Cycling Confederation;Shao Hsuan Lu;1029;50,62656642;Kun Hung Hung;1152;47,36842105;Chun Kai Feng;1336;40,10025063;46,03128571
2023;OVERALL;58;Grenada;Confederación Panamericana de Ciclismo;Red Walters;777;56,74937343;#N/A;#N/A;40;#N/A;#N/A;40;45,58266865
2023;OVERALL;59;Serbia;Union Européenne de Cyclisme;Dušan Rajović;797;56,39348371;Đorđe Đurić;1336;40,10025063;#N/A;#N/A;40;45,49745647
2023;OVERALL;60;Panama;Confederación Panamericana de Ciclismo;Roberto Carlos González;1074;47,86967419;Carlos Samudio;1152;47,36842105;Franklin Archibold;1336;40,10025063;45,11233083
2023;OVERALL;61;Rwanda;Confédération Africaine de Cyclisme;Eric Muhoza;1074;47,86967419;Eric Manizabayo;1152;47,36842105;#N/A;#N/A;40;45,07891429
2023;OVERALL;62;Costa Rica;Confederación Panamericana de Ciclismo;Andrey Amador;881;55,0802005;Kevin Rivera;1336;40,10025063;#N/A;#N/A;40;45,05969977
2023;OVERALL;63;Puerto Rico;Confederación Panamericana de Ciclismo;Abner González;852;55,13784461;#N/A;#N/A;40;#N/A;#N/A;40;45,04549774
2023;OVERALL;64;Laos;Asian Cycling Confederation;Ariya Phounsavath;928;53,07518797;#N/A;#N/A;40;#N/A;#N/A;40;44,35795241
